0.81541735,('moth', 'moths')
0.27551433,('whoremongers', 'odalisque')
0.2755122,('bitch', 'hoe')
0.27541927,('whoremongers', 'concubines')
0.27531773,('concubinage', 'slattern')
0.27522096,('prositution', 'moll')
0.27517796,('rat', 'strumpet')
0.27514115,('whoremongers', 'bunk')
0.27510366,('kine', 'buncombe')
0.27499095,('hussy', 'prositution')
0.27480245,('harlot', 'glowworm')
0.27465716,('meretricious', 'courtier')
0.2746458,('tart', 'socialite')
0.2744065,('prositution', 'floozie')
0.27422658,('whoring', 'guff')
0.27415583,('meretricious', 'adulteress')
0.2741191,('whores', 'kine')
0.27407074,('concubines', 'adulteress')
0.27390027,('hustler', 'harpy')
0.27373168,('concubines', 'manwhore')
0.2737166,('trollop', 'hogwash')
0.27357513,('guff', 'slatternly')
0.273331,('bitch', 'whoredom')
0.273072,('adulteress', 'courtesans')
0.27300656,('tart', 'odalisque')
0.27290696,('slutty', 'cocotte')
0.27283195,('hooker', 'harlot')
0.27254444,('rat', 'floozie')
0.27233753,('prostitutes', 'adulteress')
0.27224147,('meretricious', 'slutty')
0.27216408,('hellcat', 'cocotte')
0.27202436,('rentboy', 'socialites')
0.2719601,('mongering', 'manwhore')
0.2717783,('beyotch', 'hookers')
0.27169794,('courtier', 'socialites')
0.27169496,('paramour', 'cocotte')
0.2716659,('harlots', 'oxen')
0.27161568,('john', 'hustler')
0.27150643,('rot', 'glowworm')
0.2712623,('cunt', 'streetwalking')
0.27121362,('prostitutes', 'sluttiness')
0.2711898,('hussy', 'slag')
0.27098423,('paramour', 'sonofabitch')
0.270893,('adulteress', 'buncombe')
0.27075073,('mongering', 'slattern')
0.27023348,('bitchiness', 'courtiers')
0.27015272,('concubine', 'cocotte')
0.27013248,('mole', 'cow')
0.27003795,('concubinage', 'floozie')
0.2699875,('prositution', 'whoring')
0.26997167,('tart', 'slutting')
0.26974833,('rentboy', 'sluts')
0.26959804,('prostitution', 'whore')
0.2693695,('concubinage', 'courtesan')
0.26936564,('sonofabitch', 'cocotte')
0.26906905,('hussy', 'cow')
0.26890615,('mole', 'bitch')
0.268595,('kine', 'courtesan')
0.268457,('floozy', 'prostitution')
0.26805073,('punter', 'hooker')
0.26752788,('whoring', 'bunkum')
0.2674819,('whores', 'bunk')
0.2673279,('bitchiness', 'whoring')
0.26730353,('prostitute', 'socialites')
0.26702783,('whoredom', 'concubine')
0.2668711,('slag', 'sluts')
0.2667604,('vixen', 'sonofabitch')
0.26670492,('john', 'prositution')
0.26666954,('tart', 'manwhore')
0.26658112,('courtesans', 'manwhore')
0.2664706,('trollop', 'hustler')
0.26645502,('prositution', 'harlot')
0.26632756,('john', 'slutting')
0.2662284,('cunt', 'hogwash')
0.26604915,('strumpets', 'socialite')
0.2659077,('beyotch', 'mole')
0.26585865,('john', 'prostitute')
0.26576746,('rentboy', 'whoremongers')
0.26560527,('meretricious', 'cocotte')
0.26549327,('hooker', 'harlots')
0.26545203,('cunt', 'meretricious')
0.2653839,('whoremongers', 'prostitution')
0.26527545,('trollop', 'courtiers')
0.26525578,('mongering', 'kine')
0.26506165,('streetwalker', 'cocotte')
0.2647956,('strumpets', 'rat')
0.26470992,('guff', 'slutting')
0.26460224,('whored', 'hustler')
0.26447257,('prostitute', 'whoring')
0.26434296,('sluttiness', 'socialites')
0.26429445,('concubinage', 'sluttiness')
0.2642483,('mole', 'odalisque')
0.26423842,('bitch', 'harlotry')
0.2641336,('slattern', 'courtiers')
0.26411778,('socialite', 'sluts')
0.26386634,('hogwash', 'sluts')
0.26378736,('whored', 'sluts')
0.26350397,('mole', 'whore')
0.26346394,('mongering', 'sonofabitch')
0.26334998,('bitchiness', 'hooker')
0.2633099,('cunt', 'cow')
0.26316214,('jade', 'cocotte')
0.26310807,('whoredom', 'mistress')
0.26280105,('hogwash', 'sonofabitch')
0.2625047,('cow', 'hellcat')
0.26233962,('guff', 'manwhore')
0.26211885,('john', 'concubine')
0.2618039,('rentboy', 'bitchiness')
0.26177308,('kine', 'oxen')
0.26173842,('hustler', 'adulteress')
0.26159048,('floozie', 'socialites')
0.2610359,('paramour', 'whoredom')
0.26096106,('moth', 'odalisque')
0.2609042,('kine', 'harlotry')
0.26076648,('harlot', 'cocotte')
0.260697,('courtiers', 'buncombe')
0.26063812,('harlots', 'glowworm')
0.26048785,('rentboy', 'sonofabitch')
0.26044324,('prostitute', 'courtier')
0.260396,('concubines', 'slutty')
0.2603117,('hustler', 'mistress')
0.26019597,('glowworm', 'vixen')
0.260154,('prositution', 'concubines')
0.25995028,('sluttiness', 'courtier')
0.25982088,('cunt', 'mistress')
0.2595271,('rat', 'vixen')
0.25943995,('sluttish', 'kine')
0.25932592,('vixen', 'cocotte')
0.25912872,('whored', 'hookers')
0.25900346,('whoremongers', 'socialites')
0.25878292,('beyotch', 'hoe')
0.2586577,('guff', 'harpy')
0.25862476,('mole', 'slattern')
0.25859207,('mole', 'harpy')
0.25833184,('rats', 'harpy')
0.25830004,('harlotry', 'cocotte')
0.258137,('paramour', 'courtiers')
0.25805783,('prostitutes', 'courtiers')
0.25778687,('hustler', 'harlotry')
0.257548,('hoe', 'slutting')
0.25741753,('rat', 'whore')
0.25735092,('bitchiness', 'slag')
0.25733712,('john', 'bunk')
0.25728706,('hustler', 'courtesans')
0.25716737,('slatternly', 'sonofabitch')
0.25687942,('prostitutes', 'moll')
0.2568016,('slag', 'slutty')
0.25666994,('guff', 'floozie')
0.25633937,('concubinage', 'manwhore')
0.2562716,('prostitution', 'harlots')
0.25624877,('john', 'whored')
0.2561914,('whoring', 'odalisque')
0.25604567,('concubinage', 'courtesans')
0.2558936,('slattern', 'guff')
0.25576282,('bitch', 'buncombe')
0.25573495,('john', 'whoredom')
0.25566867,('beyotch', 'hooker')
0.2554235,('hooker', 'adulteress')
0.2553407,('prositution', 'mistress')
0.25529122,('bitchiness', 'courtesans')
0.25528052,('moth', 'harpy')
0.255232,('whore', 'cocotte')
0.25522205,('strumpets', 'slag')
0.254964,('courtiers', 'oxen')
0.2549437,('meretricious', 'manwhore')
0.25479862,('rat', 'hookers')
0.25472426,('hogwash', 'slut')
0.25469303,('hooking', 'slutty')
0.25463894,('mole', 'prostitute')
0.25455436,('hustler', 'prostitution')
0.25444204,('concubinage', 'buncombe')
0.25442705,('hookers', 'bitchiness')
0.25440344,('prostitutes', 'cunt')
0.2543586,('prostitution', 'slutting')
0.25374,('rats', 'hookers')
0.25354487,('beyotch', 'courtier')
0.25347275,('kine', 'slutty')
0.25345522,('prostitution', 'hooker')
0.2531558,('bitch', 'odalisque')
0.25309673,('slag', 'whore')
0.25304028,('sonofabitch', 'bunkum')
0.25295258,('jade', 'concubines')
0.25291044,('prostitute', 'whored')
0.25286743,('mole', 'moll')
0.25253096,('hogwash', 'manwhore')
0.2521452,('hookers', 'odalisque')
0.25210625,('kine', 'slut')
0.25175527,('trollop', 'rat')
0.25174263,('rentboy', 'whoredom')
0.25161466,('courtesans', 'buncombe')
0.2516047,('whoredom', 'sonofabitch')
0.2511764,('concubinage', 'slut')
0.25078046,('floozie', 'courtiers')
0.250778,('guff', 'sluts')
0.2507147,('oxen', 'concubine')
0.25061288,('mole', 'hellcat')
0.25059983,('rat', 'slutting')
0.25058654,('mole', 'floozie')
0.25014272,('prostitution', 'sluts')
0.2500816,('prostitution', 'slut')
0.24999705,('rat', 'hussy')
0.24996562,('guff', 'harlotry')
0.24975008,('concubine', 'sonofabitch')
0.24971384,('whoremongers', 'sluttiness')
0.24956538,('slattern', 'rot')
0.24955282,('mistress', 'harlots')
0.24942939,('trollop', 'concubines')
0.24913093,('slutty', 'concubine')
0.24897492,('prostitutes', 'vixen')
0.24889012,('hoe', 'sonofabitch')
0.24884303,('kine', 'harpy')
0.24877055,('floozy', 'concubines')
0.24863808,('rentboy', 'mole')
0.24857263,('beyotch', 'concubine')
0.24836083,('glowworm', 'slutting')
0.24830209,('whoredom', 'kine')
0.2480792,('whored', 'prositution')
0.24799423,('beyotch', 'rat')
0.24798572,('floozy', 'slag')
0.24797438,('bunkum', 'harpy')
0.24797192,('prostitutes', 'floozie')
0.24779378,('cow', 'sonofabitch')
0.24769458,('paramour', 'socialites')
0.2475072,('prostitutes', 'odalisque')
0.24750288,('moth', 'cow')
0.24737014,('odalisque', 'sonofabitch')
0.24731097,('socialite', 'harlotry')
0.24724597,('whoremongers', 'concubine')
0.24702689,('prostitutes', 'slatternly')
0.24690165,('concubines', 'cocotte')
0.24682972,('rentboy', 'concubines')
0.24674626,('paramour', 'tart')
0.24673198,('courtesans', 'oxen')
0.2466794,('jade', 'courtesans')
0.24652919,('whoredom', 'tart')
0.24608879,('rat', 'slatternly')
0.24605757,('concubinage', 'strumpet')
0.24591398,('prositution', 'slatternly')
0.24540302,('hooker', 'harpy')
0.24521527,('cow', 'whore')
0.24492255,('john', 'harlotry')
0.2446786,('cunt', 'mongering')
0.24441525,('whored', 'hogwash')
0.24420083,('hustler', 'socialites')
0.24414465,('harlot', 'slag')
0.24381785,('sluttish', 'glowworm')
0.24376114,('moth', 'rot')
0.2437432,('whored', 'sonofabitch')
0.24355185,('adulteress', 'courtiers')
0.24340974,('courtier', 'buncombe')
0.24322523,('slattern', 'bunk')
0.24321207,('whoredom', 'guff')
0.2430115,('floozy', 'rat')
0.24266428,('streetwalking', 'buncombe')
0.24262765,('hustler', 'sluts')
0.24261424,('glowworm', 'harlotry')
0.24257915,('slut', 'bunk')
0.2424876,('paramour', 'whored')
0.24246092,('cunt', 'socialite')
0.24214987,('hooker', 'slutting')
0.24150142,('courtier', 'whore')
0.24149396,('bitchiness', 'sonofabitch')
0.24134699,('oxen', 'harlotry')
0.24130479,('mole', 'trollop')
0.24129628,('slag', 'harpy')
0.24129365,('prostitutes', 'hellcat')
0.24128,('slag', 'floozie')
0.24125978,('prositution', 'courtesans')
0.24090266,('jade', 'slag')
0.24082117,('bitch', 'hooker')
0.24073465,('paramour', 'concubines')
0.24068306,('kine', 'manwhore')
0.24060693,('guff', 'slutty')
0.24053283,('cows', 'glowworm')
0.24029595,('prositution', 'hooker')
0.24029459,('hookers', 'courtiers')
0.24029149,('jade', 'slattern')
0.24026328,('moth', 'jade')
0.24012315,('hookers', 'socialite')
0.2398988,('prostitution', 'vixen')
0.23980914,('floozie', 'bunkum')
0.2396997,('harlot', 'hogwash')
0.23960173,('rentboy', 'kine')
0.2395723,('hellcat', 'courtiers')
0.23956458,('mole', 'sluttiness')
0.23952527,('mole', 'mistress')
0.23942018,('tart', 'sonofabitch')
0.2390922,('prostitutes', 'whoredom')
0.2390334,('paramour', 'prositution')
0.23897725,('meretricious', 'courtesan')
0.23892148,('whoremongers', 'bunkum')
0.23879725,('hooker', 'harlotry')
0.23877332,('bitchiness', 'courtier')
0.23835227,('concubines', 'cows')
0.23828594,('mole', 'glowworm')
0.23827456,('courtesan', 'buncombe')
0.23824546,('bitch', 'cow')
0.23802155,('whoredom', 'hustler')
0.23801418,('hustler', 'buncombe')
0.23788983,('adulteress', 'socialites')
0.23781158,('paramour', 'rat')
0.23776373,('harlots', 'cocotte')
0.23756827,('mistress', 'cocotte')
0.23747143,('beyotch', 'streetwalking')
0.23746838,('tart', 'harlotry')
0.23741218,('whoring', 'courtesan')
0.23720889,('prostitution', 'strumpet')
0.23698029,('slutty', 'bunkum')
0.23689097,('slag', 'slutting')
0.23675,('rats', 'strumpets')
0.23665844,('meretricious', 'slag')
0.23658301,('moths', 'odalisque')
0.23657724,('concubinage', 'meretricious')
0.23653224,('whored', 'concubine')
0.23626946,('hoe', 'hellcat')
0.23614085,('mistress', 'slutty')
0.23612188,('rats', 'slattern')
0.23593229,('john', 'hoe')
0.23593174,('whores', 'hooker')
0.23570524,('streetwalking', 'glowworm')
0.23552333,('john', 'paramour')
0.23551944,('harlots', 'rot')
0.23547357,('cunt', 'concubine')
0.235429,('john', 'glowworm')
0.23532353,('harlots', 'socialite')
0.23527336,('beyotch', 'cow')
0.23524524,('hustler', 'odalisque')
0.23522544,('slut', 'cocotte')
0.23505561,('hussy', 'hoe')
0.23475944,('beyotch', 'bunkum')
0.23453262,('concubinage', 'slutty')
0.23452902,('mongering', 'prositution')
0.23450227,('meretricious', 'streetwalking')
0.23431906,('mole', 'rats')
0.23430069,('mongering', 'slut')
0.23416641,('floozy', 'glowworm')
0.23393969,('paramour', 'whores')
0.23384799,('prostitutes', 'socialite')
0.23369047,('cunt', 'bunk')
0.23363784,('strumpets', 'cow')
0.23332074,('concubinage', 'floozy')
0.23329572,('concubines', 'slut')
0.23302138,('john', 'odalisque')
0.23295362,('john', 'slatternly')
0.2327531,('harlots', 'hogwash')
0.23268114,('slutting', 'cocotte')
0.23260511,('john', 'prostitution')
0.23251735,('slattern', 'cow')
0.23247632,('cunt', 'courtesan')
0.23217405,('mole', 'strumpets')
0.23178773,('bunkum', 'sluts')
0.2317003,('tart', 'courtesan')
0.23148857,('courtier', 'manwhore')
0.23140782,('slag', 'adulteress')
0.2310401,('bitchiness', 'cocotte')
0.23103316,('kine', 'whoring')
0.23078126,('meretricious', 'concubines')
0.23074424,('bitch', 'cocotte')
0.23069622,('mole', 'slutty')
0.23061736,('concubinage', 'whores')
0.2305433,('whoring', 'courtiers')
0.23054205,('beyotch', 'mongering')
0.23015806,('mongering', 'harpy')
0.22992621,('rat', 'slut')
0.22984406,('concubines', 'hellcat')
0.22971343,('concubines', 'floozie')
0.22958398,('whored', 'odalisque')
0.22958069,('whoring', 'moll')
0.22955608,('cow', 'harlots')
0.22953591,('hookers', 'sonofabitch')
0.22948238,('prostitutes', 'slattern')
0.22933652,('courtesans', 'glowworm')
0.22931622,('strumpet', 'bunk')
0.22922535,('streetwalking', 'sonofabitch')
0.22920014,('moths', 'harpy')
0.22909646,('harlots', 'guff')
0.22897646,('meretricious', 'hookers')
0.22896963,('hooker', 'socialite')
0.22878945,('rentboy', 'courtesans')
0.2287509,('strumpets', 'hogwash')
0.2287324,('moths', 'cocotte')
0.22862583,('beyotch', 'hogwash')
0.2285535,('meretricious', 'socialites')
0.22845651,('rats', 'streetwalker')
0.2282355,('sluttiness', 'glowworm')
0.22817948,('mole', 'tart')
0.22813505,('sluttiness', 'concubines')
0.22799496,('manwhore', 'bunk')
0.22770327,('john', 'courtesan')
0.22760256,('whoremongers', 'rot')
0.22751676,('concubinage', 'kine')
0.22703217,('rat', 'hustler')
0.22681622,('tart', 'guff')
0.22680277,('tart', 'kine')
0.2266775,('strumpets', 'cows')
0.22660407,('prostitution', 'adulteress')
0.22617139,('cow', 'glowworm')
0.22604711,('john', 'hooker')
0.22584073,('rat', 'odalisque')
0.22578189,('whoremongers', 'cocotte')
0.22577925,('sluttish', 'mongering')
0.22577444,('bitch', 'prositution')
0.22572213,('vixen', 'courtiers')
0.22559176,('meretricious', 'streetwalker')
0.22553506,('tart', 'harlots')
0.22541864,('rat', 'kine')
0.22534382,('tart', 'glowworm')
0.2253018,('rentboy', 'courtier')
0.22502203,('john', 'harpy')
0.2249374,('streetwalker', 'sonofabitch')
0.22491102,('mongering', 'bitchiness')
0.22486326,('concubinage', 'streetwalker')
0.2247694,('hussy', 'prostitution')
0.22475818,('mole', 'sonofabitch')
0.2246282,('sonofabitch', 'sluts')
0.22454973,('tart', 'courtier')
0.22440965,('cows', 'harlots')
0.22430071,('meretricious', 'hellcat')
0.22428893,('hooker', 'concubine')
0.2240907,('whores', 'courtier')
0.22405013,('streetwalking', 'courtier')
0.22404808,('hookers', 'kine')
0.22403124,('john', 'hellcat')
0.2239438,('whores', 'cow')
0.22387743,('slattern', 'hoe')
0.22371653,('harlots', 'bunkum')
0.22353745,('rat', 'streetwalking')
0.22346158,('cow', 'harlot')
0.22340864,('strumpets', 'oxen')
0.22293134,('mongering', 'hellcat')
0.22289102,('streetwalker', 'courtiers')
0.22280599,('sluttish', 'john')
0.22279492,('bitch', 'courtesan')
0.22265257,('whored', 'mistress')
0.2225247,('john', 'jade')
0.22240195,('whoring', 'hogwash')
0.22225595,('whoremongers', 'rat')
0.22195442,('hooking', 'floozie')
0.22161716,('rats', 'rot')
0.22158654,('prostitution', 'slatternly')
0.22148089,('moth', 'cocotte')
0.22133374,('concubinage', 'hussy')
0.22126912,('whoremongers', 'guff')
0.22118373,('prostitutes', 'rats')
0.2211268,('whoredom', 'glowworm')
0.22078408,('tart', 'sluts')
0.22022961,('tart', 'streetwalking')
0.22020423,('john', 'concubinage')
0.2200881,('slutty', 'hogwash')
0.22002015,('mole', 'hussy')
0.219506,('concubinage', 'hookers')
0.21944846,('mistress', 'bitchiness')
0.21921676,('courtesan', 'sluts')
0.21903573,('bitchiness', 'harlots')
0.21902883,('cunt', 'courtier')
0.21894693,('slag', 'slatternly')
0.21877825,('jade', 'strumpets')
0.21867853,('cow', 'harpy')
0.2186698,('socialites', 'whore')
0.21866132,('mongering', 'courtiers')
0.21853559,('hustler', 'courtier')
0.21848379,('prostitutes', 'moths')
0.21841748,('beyotch', 'courtesans')
0.21836811,('floozie', 'bunk')
0.21827382,('guff', 'vixen')
0.21818087,('cow', 'harlotry')
0.21776727,('john', 'rat')
0.21773925,('strumpets', 'moths')
0.21771206,('rat', 'sluttiness')
0.21752158,('mole', 'hustler')
0.21751152,('whored', 'guff')
0.2175025,('mongering', 'guff')
0.21743535,('whoremongers', 'courtiers')
0.21698596,('whored', 'bitchiness')
0.21692073,('courtiers', 'sluts')
0.21683207,('whored', 'moll')
0.21681747,('tart', 'concubine')
0.21676981,('rentboy', 'whored')
0.21675885,('hookers', 'guff')
0.21672684,('rot', 'moths')
0.2164967,('sluttiness', 'courtiers')
0.21639158,('bitchiness', 'kine')
0.21636344,('mole', 'manwhore')
0.21636076,('sluttiness', 'hogwash')
0.21586405,('hooker', 'courtier')
0.21553528,('jade', 'oxen')
0.21551906,('concubinage', 'harpy')
0.21547045,('cow', 'slut')
0.21540432,('cow', 'hoe')
0.21500145,('cunt', 'prositution')
0.21486802,('slut', 'buncombe')
0.21485072,('slag', 'cocotte')
0.21472536,('bitch', 'concubines')
0.21431103,('jade', 'hussy')
0.2142945,('slattern', 'moths')
0.21421418,('rats', 'cow')
0.21399356,('whoring', 'bunk')
0.21378015,('paramour', 'sluts')
0.21377093,('rot', 'bunkum')
0.21376956,('hustler', 'concubine')
0.21369547,('whoremongers', 'mistress')
0.21343905,('sluttiness', 'sonofabitch')
0.21340865,('strumpets', 'bunk')
0.21338587,('mistress', 'sonofabitch')
0.21337408,('john', 'sluttiness')
0.21301842,('hooker', 'sluts')
0.21278888,('paramour', 'hooking')
0.21274687,('harlots', 'bunk')
0.21266444,('slutty', 'buncombe')
0.21230154,('moth', 'paramour')
0.21225797,('whoremongers', 'paramour')
0.21199736,('hooking', 'whoredom')
0.21176918,('prostitution', 'whoring')
0.21171719,('prostitution', 'floozie')
0.21171227,('slutting', 'bunk')
0.21166453,('slattern', 'hooker')
0.21165214,('mongering', 'hussy')
0.21145278,('hookers', 'concubine')
0.21127589,('mistress', 'socialites')
0.21115285,('concubines', 'vixen')
0.21094257,('cows', 'hoe')
0.21063085,('hooking', 'sluts')
0.21057987,('hogwash', 'harlotry')
0.2105196,('hooking', 'slut')
0.2105144,('hooker', 'whoring')
0.21049558,('hoe', 'whore')
0.21027735,('whoring', 'slag')
0.2101901,('buncombe', 'cocotte')
0.21016604,('socialites', 'concubine')
0.20989686,('hooking', 'hookers')
0.20979635,('rat', 'cattle')
0.20954134,('john', 'adulteress')
0.20950626,('rat', 'harlot')
0.20949414,('kine', 'cattle')
0.20946488,('strumpets', 'hooker')
0.20938423,('beyotch', 'slag')
0.20933916,('prositution', 'adulteress')
0.20920421,('prostitute', 'bitchiness')
0.20917837,('meretricious', 'glowworm')
0.20886488,('cunt', 'concubines')
0.20884772,('hellcat', 'bunkum')
0.20846528,('rat', 'cocotte')
0.20839316,('adulteress', 'oxen')
0.20832936,('strumpets', 'courtier')
0.20822386,('john', 'buncombe')
0.20813037,('whored', 'glowworm')
0.20811473,('rats', 'hellcat')
0.20799315,('cows', 'sonofabitch')
0.20788884,('courtier', 'slut')
0.20751007,('hooking', 'harlot')
0.20734906,('courtiers', 'sonofabitch')
0.2072013,('whoredom', 'bunkum')
0.20699626,('glowworm', 'courtesan')
0.20688854,('rats', 'cattle')
0.20685731,('rats', 'whores')
0.20667294,('concubinage', 'whored')
0.20665349,('mole', 'bitchiness')
0.20662984,('whored', 'streetwalking')
0.20661373,('prostitute', 'whoredom')
0.2065351,('rentboy', 'buncombe')
0.20638855,('jade', 'courtiers')
0.20619686,('whored', 'kine')
0.20609309,('rats', 'bitchiness')
0.20602264,('whoremongers', 'kine')
0.20587713,('mole', 'streetwalker')
0.20571521,('courtiers', 'whore')
0.20565405,('sluttish', 'bunkum')
0.20558955,('beyotch', 'courtiers')
0.20548762,('slutty', 'bunk')
0.20546737,('sluttiness', 'bunk')
0.20546584,('moth', 'vixen')
0.20544478,('bitchiness', 'concubine')
0.2053922,('sluttiness', 'slag')
0.20536295,('cow', 'slutting')
0.20503259,('whored', 'cow')
0.20495504,('prositution', 'hellcat')
0.20488024,('sluttish', 'bunk')
0.20481469,('hoe', 'slag')
0.2047535,('sluttish', 'guff')
0.20460282,('trollop', 'concubinage')
0.20456485,('rat', 'sluts')
0.20442837,('rat', 'mistress')
0.20439668,('whores', 'tart')
0.20436713,('slag', 'manwhore')
0.20430067,('john', 'mistress')
0.20424972,('jade', 'streetwalker')
0.20365596,('beyotch', 'socialites')
0.20364913,('concubinage', 'cocotte')
0.20360252,('courtier', 'oxen')
0.2035496,('whoredom', 'socialite')
0.20353945,('glowworm', 'manwhore')
0.2035031,('moth', 'hellcat')
0.20343207,('john', 'cocotte')
0.20328726,('whores', 'slag')
0.20321153,('rat', 'moll')
0.20316528,('jade', 'harlot')
0.20309609,('whoredom', 'rot')
0.20301561,('kine', 'sluts')
0.20287007,('jade', 'moths')
0.20266554,('cunt', 'courtesans')
0.202528,('rat', 'buncombe')
0.20236528,('concubinage', 'whoring')
0.20234895,('rat', 'bitchiness')
0.20162559,('tart', 'slag')
0.20140243,('courtesans', 'sonofabitch')
0.20129524,('mongering', 'slutting')
0.20108874,('hooker', 'sonofabitch')
0.2010131,('prostitutes', 'cows')
0.20066829,('oxen', 'odalisque')
0.20065495,('paramour', 'kine')
0.20054628,('cows', 'harlotry')
0.2004987,('meretricious', 'moll')
0.20038737,('mole', 'slut')
0.20027275,('john', 'slag')
0.20008056,('punter', 'sonofabitch')
0.20004748,('glowworm', 'moll')
0.19997254,('mole', 'hookers')
0.1999282,('whoremongers', 'cow')
0.19983491,('sluttish', 'rat')
0.19973172,('buncombe', 'bunk')
0.19918016,('prositution', 'courtesan')
0.1991571,('rot', 'floozie')
0.1990191,('hussy', 'hogwash')
0.19875622,('whoring', 'courtier')
0.19865535,('bitch', 'glowworm')
0.19853322,('hookers', 'bunkum')
0.19852637,('slattern', 'prositution')
0.19842955,('concubines', 'hooker')
0.19803615,('whoredom', 'cocotte')
0.19795147,('courtesan', 'sonofabitch')
0.19792245,('socialite', 'courtiers')
0.19760574,('slutting', 'buncombe')
0.19754668,('mongering', 'slutty')
0.19744398,('john', 'hooking')
0.19736108,('prostitute', 'cow')
0.19717965,('courtier', 'slutty')
0.19714181,('whored', 'courtesan')
0.19707549,('hoe', 'harlots')
0.19706261,('moth', 'strumpet')
0.19699503,('prositution', 'socialites')
0.19689266,('sluttish', 'jade')
0.19684133,('whore', 'bunk')
0.1968141,('rentboy', 'tart')
0.19679815,('bitch', 'courtesans')
0.19675261,('beyotch', 'meretricious')
0.19674228,('moth', 'slattern')
0.1967387,('concubines', 'socialite')
0.19632842,('meretricious', 'slut')
0.1962715,('mole', 'rot')
0.19623332,('concubines', 'sonofabitch')
0.19616704,('beyotch', 'concubines')
0.19608714,('hoe', 'vixen')
0.19607586,('glowworm', 'whore')
0.19587694,('hooking', 'strumpets')
0.1957166,('odalisque', 'sluts')
0.19546345,('paramour', 'prostitution')
0.1954438,('hogwash', 'harpy')
0.19527449,('bitch', 'socialites')
0.19522616,('floozie', 'hogwash')
0.19520962,('streetwalker', 'cow')
0.19496113,('whoremongers', 'socialite')
0.19490355,('oxen', 'sonofabitch')
0.19485784,('trollop', 'prostitution')
0.19485493,('mistress', 'glowworm')
0.19445038,('prostitution', 'moll')
0.19440131,('guff', 'moll')
0.19418004,('mole', 'harlot')
0.19388849,('hooker', 'odalisque')
0.19354326,('mongering', 'sluts')
0.19351466,('hooking', 'concubinage')
0.1933773,('streetwalker', 'concubines')
0.1933542,('beyotch', 'cows')
0.19328372,('prostitution', 'slutty')
0.19313838,('concubinage', 'sluts')
0.19291912,('moth', 'cattle')
0.19282489,('vixen', 'buncombe')
0.19264826,('mistress', 'sluts')
0.19252762,('rats', 'streetwalking')
0.19246349,('oxen', 'cocotte')
0.19233428,('rats', 'sluttiness')
0.19224042,('hustler', 'guff')
0.1922178,('moth', 'mistress')
0.19219075,('hoe', 'cocotte')
0.19216028,('hookers', 'adulteress')
0.19151415,('meretricious', 'socialite')
0.19123954,('hoe', 'cattle')
0.19118643,('sluttish', 'slag')
0.19113654,('concubinage', 'courtiers')
0.19113138,('sluttiness', 'kine')
0.19095959,('concubine', 'sluts')
0.19086806,('strumpets', 'concubinage')
0.19065176,('prostitution', 'odalisque')
0.19055913,('cow', 'slatternly')
0.19025743,('rat', 'rot')
0.19023335,('jade', 'strumpet')
0.1902241,('jade', 'harlots')
0.1900397,('sluttiness', 'rot')
0.19001772,('concubinage', 'courtier')
0.18985714,('whored', 'socialites')
0.18971086,('hustler', 'bitchiness')
0.18965535,('slutty', 'glowworm')
0.1896393,('hooker', 'socialites')
0.18948337,('tart', 'courtesans')
0.18947713,('bitch', 'meretricious')
0.18937771,('trollop', 'jade')
0.18934172,('prostitutes', 'harpy')
0.18931998,('oxen', 'buncombe')
0.1893124,('mole', 'floozy')
0.1893028,('cunt', 'cows')
0.1892335,('whoremongers', 'courtesan')
0.1892001,('whores', 'cows')
0.18916026,('rat', 'whoring')
0.18906552,('rat', 'whores')
0.18871392,('prostitute', 'courtiers')
0.1887123,('prositution', 'socialite')
0.18863532,('whoremongers', 'glowworm')
0.1884188,('harlot', 'oxen')
0.18782823,('hooking', 'streetwalking')
0.18766579,('slag', 'hellcat')
0.18749952,('cows', 'slutting')
0.18748951,('jade', 'courtier')
0.18741368,('adulteress', 'bunkum')
0.18678834,('kine', 'guff')
0.18661034,('floozy', 'bunk')
0.18647268,('john', 'vixen')
0.18645892,('kine', 'bunkum')
0.1861827,('cow', 'buncombe')
0.18607485,('streetwalker', 'guff')
0.1860349,('whores', 'oxen')
0.18574551,('rot', 'buncombe')
0.18538193,('bunk', 'sluts')
0.18535973,('prostitute', 'rat')
0.18533011,('rat', 'bunk')
0.18527071,('glowworm', 'concubine')
0.18521388,('mongering', 'hustler')
0.18489844,('prostitution', 'socialites')
0.1848285,('whoring', 'rot')
0.18480077,('concubinage', 'bitchiness')
0.18470846,('streetwalker', 'buncombe')
0.18447755,('jade', 'cunt')
0.184353,('jade', 'tart')
0.18391669,('prositution', 'bitchiness')
0.18389033,('floozy', 'courtiers')
0.18384233,('cow', 'floozie')
0.18322684,('trollop', 'rot')
0.18312551,('hooking', 'slatternly')
0.18305509,('rats', 'harlots')
0.18303058,('meretricious', 'concubine')
0.18301266,('strumpets', 'prostitution')
0.18298617,('streetwalker', 'glowworm')
0.18293627,('rat', 'socialite')
0.18293457,('whored', 'concubines')
0.18288095,('hooking', 'vixen')
0.18260801,('floozy', 'hogwash')
0.18257135,('rentboy', 'guff')
0.18231551,('concubines', 'bunk')
0.18219598,('moths', 'harlotry')
0.18216226,('cocotte', 'sluts')
0.18214622,('whores', 'rot')
0.18208234,('rentboy', 'rat')
0.1820552,('prositution', 'concubine')
