,id,pos,category,stereotype,lemma,level
3418,EN735,n,dmc,yes,tyke,conservative
6138,EN3439,n,cds,no,peón,inclusive
2254,EN5030,n,cds,no,prevaricates,conservative
7040,EN5036,n,cds,no,prevarications,conservative
6498,EN1894,n,ddp,yes,idoit,conservative
6139,EN1143,n,cds,no,mischievously,conservative
6508,EN6391,n,an,no,geese,inclusive
2761,EN4613,n,cds,no,ruck,conservative
2412,EN2455,n,om,no,faggot,inclusive
701,EN2680,n,cds,no,wankily,conservative
8101,EN7806,n,om,no,crossdress,inclusive
7617,EN1801,n,ddp,yes,guest of her majesty,inclusive
3474,EN3792,n,qas,no,farmers,inclusive
4104,EN4834,n,ddp,yes,what an asshole!,conservative
441,EN733,n,qas,no,barbarousness,conservative
5735,EN7339,n,an,no,ollotis,inclusive
8154,EN2735,n,cds,no,inter-breeding,inclusive
1328,EN1325,n,cds,no,illegitimate,inclusive
6992,EN2961,n,pr,no,concubine,inclusive
2250,EN680,n,asm,no,ballocks,inclusive
1153,EN2594,n,qas,no,scrapped,inclusive
3388,EN1871,n,dmc,yes,outcast,inclusive
3867,EN2053,n,cds,no,scum,conservative
7168,EN2544,n,cds,no,mountebank,conservative
5503,EN5563,n,an,no,chunker,conservative
3024,EN7722,n,an,no,caimin,inclusive
3757,EN1384,n,qas,no,botch,inclusive
5886,EN2458,n,om,no,nance,conservative
6381,EN309,n,cds,no,prank,inclusive
5997,EN1063,n,svp,no,bigots,conservative
3144,EN7711,n,re,no,terrorize,conservative
2939,EN2472,n,or,no,homophilic,conservative
5468,EN2442,n,or,no,fag,conservative
7712,EN739,n,pa,yes,barbarous,conservative
2723,EN3342,n,om,no,gluteal region,inclusive
2305,EN2232,n,qas,no,castes,inclusive
6591,EN1984,n,re,no,vilified,inclusive
8136,EN937,n,pr,no,gigalo,conservative
366,EN7547,a,cds,no,smart,inclusive
7932,EN7183,n,pa,yes,bookkeeper,inclusive
5296,EN4027,n,an,no,scowl,inclusive
6260,EN1903,n,ps,yes,galoot,conservative
7705,EN1909,n,asf,no,moron,conservative
7127,EN1761,n,cds,no,heap,inclusive
6070,EN4445,n,pr,no,whore-mongers,inclusive
5372,EN6672,v,asm,no,bunco,conservative
3570,EN1787,n,an,no,yap,inclusive
7522,EN2302,n,svp,no,eros,inclusive
1688,EN4844,n,ddp,yes,meaninglessness,conservative
6041,EN8261,n,an,no,carine noctua,inclusive
6494,EN540,n,an,no,george ruggle,conservative
4338,EN7357,v,re,no,snarf,inclusive
2609,EN7481,a,is,yes,meagre,inclusive
1166,EN6181,n,an,no,bothridium,inclusive
8130,EN4282,v,asm,no,get laid,conservative
2660,EN418,n,ddp,yes,fauna,inclusive
7672,EN757,n,ddp,yes,barbarity,inclusive
2324,EN2526,n,cds,no,nervelessly,conservative
219,EN7300,a,svp,no,ravening,inclusive
2729,EN496,n,asm,no,stupidity,conservative
6316,EN8059,n,an,no,coluber sachalinensis continentalis,inclusive
3071,EN4404,n,pr,no,kerb-crawler,conservative
3691,EN1198,n,qas,no,tycoon,inclusive
7999,EN725,n,cds,no,bandits!,inclusive
5864,EN2988,n,ps,yes,stumblebum,conservative
1482,EN2313,n,asm,no,f%e2%80%93%e2%80%93%e2%80%93,conservative
7860,EN338,n,qas,no,rubbish,inclusive
3373,EN8177,n,dmc,yes,renegade,conservative
4350,EN880,n,ddp,yes,pinhead,conservative
7356,EN5405,n,dmc,yes,mozzerella,inclusive
6065,EN4543,n,ps,yes,jewishm,inclusive
2897,EN7654,n,re,no,sexually violate,inclusive
4107,EN6176,n,an,no,adhesive discs,inclusive
6247,EN6891,n,cds,no,religiose,inclusive
3350,EN5239,a,svp,no,nettlesome,conservative
1642,EN1136,n,cds,no,tattletale,conservative
6314,EN5245,a,svp,no,tetchy,conservative
6191,EN3570,n,cds,no,moralization,inclusive
4182,EN5738,n,is,yes,poor,inclusive
3179,EN7553,a,re,no,unauthorised,inclusive
5325,EN258,n,om,no,fudgepacker,inclusive
1329,EN1664,n,ps,yes,bulgarian,inclusive
1946,EN2768,n,cds,no,crossbred,inclusive
3030,EN6503,n,dmc,yes,tricksters,conservative
4794,EN3743,n,cds,no,pimpin',conservative
6556,EN8239,n,svp,no,concupiscible,inclusive
717,EN6245,n,cds,no,girl craziest,conservative
2203,EN4442,n,pr,no,kerb crawling,conservative
1848,EN7327,n,an,no,frogs,inclusive
5434,EN1031,n,cds,no,begards,inclusive
1246,EN5786,n,qas,no,rhetoric,inclusive
248,EN741,n,rci,yes,barbarously,conservative
7177,EN7113,a,pa,yes,professorial,inclusive
4192,EN1498,n,ddp,yes,brain shrinkage,inclusive
7745,EN1698,n,dmc,yes,so-and-so,inclusive
7189,EN3841,n,om,no,fennel,inclusive
5123,EN5936,n,asm,no,unintelligent,conservative
6483,EN1726,n,svp,no,idler,conservative
5275,EN3977,n,cds,no,degree,inclusive
33,EN1321,n,cds,no,muthafucker,conservative
7958,EN6281,n,cds,no,nymphomania,conservative
5010,EN497,n,asf,no,folly,conservative
131,EN2985,n,ps,yes,lummox,conservative
4244,EN6327,n,cds,no,compulsive sexual behaviors,conservative
1394,EN527,n,an,no,bonehead,conservative
5964,EN4654,n,svp,no,surfeited,inclusive
7821,EN2095,n,om,no,child molester,conservative
7046,EN7433,n,an,no,henroach,inclusive
7516,EN5113,n,qas,no,shopkeeper,inclusive
143,EN19,n,dmc,yes,abject,inclusive
5824,EN499,n,ddp,yes,imbecility,inclusive
6342,EN848,n,cds,no,blackballing,inclusive
662,EN3798,n,qas,no,granger,inclusive
260,EN5493,n,cds,no,moffias,inclusive
2379,EN4431,n,pr,no,whoremongering,conservative
3546,EN892,n,pr,no,hooker,conservative
4972,EN5721,n,asm,no,peascods,inclusive
2411,EN8005,a,re,no,rumbustious,conservative
7136,EN7827,n,om,no,transfestites,inclusive
2696,EN4765,a,dmc,yes,parochial,conservative
4729,EN3264,n,om,no,antero-posterior,inclusive
3172,EN5292,n,qas,no,mixture,inclusive
3187,EN666,n,cds,no,nut,conservative
4248,EN3441,n,ddf,yes,dwarf,conservative
3503,EN4459,n,pr,no,kumpangs,conservative
4731,EN859,n,cds,no,gull,conservative
4050,EN903,n,pr,no,slag,conservative
2420,EN5707,n,dmc,yes,egregiousnesses,inclusive
3198,EN330,a,svp,no,aggressive,inclusive
1134,EN5013,a,svp,no,slothful,conservative
4516,EN7297,a,svp,no,rapacious,inclusive
5561,EN2855,n,cds,no,culling,conservative
7851,EN1312,n,cds,no,motherfucker,conservative
4120,EN3841,n,or,no,fennel,inclusive
3903,EN6542,n,qas,no,don,inclusive
1272,EN2456,n,or,no,faggotry,conservative
6280,EN5634,n,qas,no,parasites,inclusive
6000,EN193,n,cds,no,philautia,conservative
205,EN4711,n,an,no,hyena,inclusive
7231,EN6804,n,cds,no,pedantic,conservative
5550,EN3564,n,dmc,yes,immoralists,inclusive
2642,EN2189,n,an,no,vulgarity,conservative
1520,EN1705,n,svp,no,bum,conservative
1842,EN748,n,ddp,yes,tike,conservative
6339,EN7061,n,cds,no,newborn size,inclusive
7199,EN6080,n,ps,yes,niggre,conservative
3695,EN5004,n,svp,no,lustful,inclusive
5281,EN3626,n,dmc,yes,indelicacies,inclusive
5577,EN4567,n,ps,yes,jewism,inclusive
5330,EN1078,n,cds,no,ring,inclusive
6651,EN5023,n,dmc,yes,lying through your teeth,inclusive
2466,EN696,n,asm,no,bollocks.,inclusive
6500,EN734,n,pa,yes,boor,conservative
6898,EN504,n,dmc,yes,goof,inclusive
7623,EN4923,n,cds,no,splashiness,conservative
4207,EN3514,n,qas,no,dilettante,conservative
6886,EN5476,n,cds,no,policemen,inclusive
6499,EN2448,n,om,no,beanqueen,conservative
4109,EN7156,a,ddf,yes,flea-ridden,conservative
5712,EN3180,n,dmc,yes,dissimulates,conservative
3588,EN2206,n,cds,no,trouble,conservative
192,EN3823,n,re,no,exaction,inclusive
4372,EN3544,n,dmc,yes,immoralities,inclusive
3648,EN5497,n,cds,no,m. o. f. f. i. a.,conservative
6687,EN990,n,cds,no,dude!,inclusive
1861,EN190,n,cds,no,amour propre,conservative
5909,EN1066,n,dmc,yes,bigotry,conservative
7293,EN5953,n,ddp,yes,stupidest,conservative
2757,EN1195,n,qas,no,tycoons,inclusive
4581,EN2697,n,an,no,osteolaeminae,inclusive
3836,EN6665,v,re,no,victimize,inclusive
5097,EN3922,n,dmc,yes,jestyr,inclusive
1219,EN578,n,svp,no,rapacity,inclusive
2457,EN1348,n,pa,yes,funeral directors,inclusive
3029,EN2785,n,cds,no,pest resistance,inclusive
5906,EN1877,n,is,yes,paraya,inclusive
5466,EN6892,n,cds,no,religiosity,inclusive
6258,EN4723,n,cds,no,crooners,inclusive
167,EN49,a,svp,no,aboulic,conservative
7509,EN1695,n,an,no,git,conservative
5214,EN4901,n,is,yes,poverty-stricken,inclusive
6752,EN6003,n,ps,yes,asiaticus luridus,conservative
1074,EN4716,n,an,no,chiena,inclusive
6650,EN1617,n,qas,no,managerial class,inclusive
5469,EN6489,n,cds,no,humunculus,inclusive
2153,EN6027,n,or,no,squash,inclusive
4370,EN7374,a,dmc,yes,filthy,conservative
906,EN6565,n,cds,no,slip of the tongue,inclusive
6003,EN7399,a,qas,no,misfortunate,conservative
7955,EN8234,n,svp,no,concuspience,inclusive
3035,EN5034,n,qas,no,dissemble,conservative
1099,EN6143,n,ps,yes,negroids,inclusive
2804,EN2008,n,re,no,unfounded allegation,inclusive
5374,EN1293,n,cds,no,dickhead,conservative
1699,EN2799,n,qas,no,majority influence,inclusive
5409,EN4424,n,pr,no,horcwenan,conservative
6709,EN5036,n,cds,no,prevarications,inclusive
7571,EN498,n,asm,no,foolishness,conservative
2532,EN864,n,or,no,pillock,conservative
7907,EN4521,n,om,no,homoerotic,inclusive
945,EN3753,n,cds,no,pimpin,inclusive
4792,EN1782,a,dmc,yes,ugly,conservative
5437,EN5474,n,cds,no,cop,inclusive
917,EN533,n,an,no,fuckhead,conservative
613,EN617,n,svp,no,misers,conservative
535,EN4428,n,pr,no,john,conservative
5786,EN862,n,cds,no,mug,conservative
3531,EN3313,n,om,no,buttocks,inclusive
4593,EN378,n,an,no,eels,inclusive
6459,EN6290,n,cds,no,woman craziest,conservative
3105,EN1408,n,ddp,yes,wildcat,conservative
1786,EN7922,n,cds,no,rhine league,inclusive
5465,EN3843,n,om,no,foeniculum vulgare,inclusive
5212,EN6774,v,cds,no,desiccate,inclusive
3912,EN3916,n,cds,no,gstieß,inclusive
3984,EN880,n,asf,no,pinhead,conservative
3814,EN4270,v,asm,no,screw,conservative
2048,EN254,n,om,no,sodomizing,inclusive
5185,EN490,n,or,no,noodle,inclusive
1569,EN723,n,cds,no,brigand,inclusive
3831,EN666,n,qas,no,nut,inclusive
6668,EN5260,n,re,no,livestock rustling,inclusive
6910,EN881,n,asf,no,boob,conservative
406,EN2028,n,re,no,maligner,conservative
2259,EN2580,n,cds,no,household wastes,conservative
1082,EN4441,n,pr,no,hooking,inclusive
2827,EN7262,n,re,no,robbery,inclusive
4082,EN5116,n,qas,no,storekeeper,inclusive
767,EN1357,n,an,no,cuck,conservative
2414,EN6668,v,re,no,goldbrick,inclusive
6399,EN3681,a,dmc,yes,indecorous,conservative
7368,EN3260,n,om,no,keaster,inclusive
2183,EN5465,n,cds,no,police men,inclusive
1264,EN4459,n,pr,no,kumpangs,inclusive
8113,EN2737,n,cds,no,cross-breed,inclusive
2195,EN1253,n,cds,no,lhasash1tzapoo,inclusive
7478,EN6836,v,cds,no,shrivel,inclusive
3073,EN2742,n,cds,no,plant breeders,inclusive
1347,EN6931,a,svp,no,bad-tempered,conservative
2598,EN1058,a,ddp,yes,foolish,conservative
7147,EN6100,n,ps,yes,niggah,conservative
5595,EN1914,n,asm,no,idiotism,inclusive
4481,EN427,n,ddp,yes,anumal,inclusive
5588,EN1320,n,ddp,yes,whoreson,conservative
2938,EN5734,n,qas,no,satellite,inclusive
8092,EN6125,n,ps,yes,blk ppl,inclusive
4764,EN4529,n,om,no,poofter,inclusive
2429,EN5063,n,svp,no,gorger,conservative
7866,EN1695,n,dmc,yes,git,inclusive
5604,EN3093,n,cds,no,dime novel,inclusive
1853,EN6343,n,cds,no,woman-craziest,conservative
7525,EN3272,n,om,no,tuch,inclusive
6101,EN7302,n,qas,no,grandiloquence,inclusive
737,EN4530,n,om,no,homosexulity,inclusive
2689,EN510,n,or,no,twat,conservative
2572,EN6827,v,cds,no,scribble,inclusive
6696,EN2958,n,pr,no,odalisque,inclusive
5025,EN6068,a,cds,no,egocentric,conservative
7376,EN6039,n,cds,no,narcissitic,inclusive
3665,EN1353,n,an,no,wittols,conservative
5641,EN917,n,pr,no,cumbag,conservative
3921,EN1521,n,asm,no,orangeblacks,inclusive
2334,EN8021,n,re,no,violent,inclusive
236,EN1512,n,asm,no,orangeish blacks,inclusive
6424,EN5822,n,ps,yes,mestizos,conservative
5464,EN1108,n,cds,no,scalawag,inclusive
7873,EN3392,n,svp,no,tranchier,conservative
3137,EN3164,n,svp,no,loathsome,inclusive
7832,EN525,n,cds,no,dolt,conservative
410,EN1262,n,cds,no,rat,inclusive
7909,EN2690,n,ddf,yes,crippled,inclusive
1543,EN3483,n,re,no,indictable-only offences,inclusive
6718,EN6795,n,cds,no,pedantesses,conservative
202,EN732,n,ddp,yes,savage,conservative
7872,EN342,n,cds,no,persecutor,conservative
6756,EN409,n,an,no,cryptofauna,inclusive
1536,EN5273,n,re,no,burglar,inclusive
6370,EN1452,n,pr,no,oxen,inclusive
1206,EN2494,n,an,no,physiognomy,inclusive
7194,EN2910,n,cds,no,mystifier,conservative
4397,EN4579,n,ps,yes,judaically,inclusive
388,EN6497,n,dmc,yes,wakdjâka,conservative
3214,EN3211,n,om,no,ipsilateral,inclusive
7230,EN3843,n,or,no,foeniculum vulgare,inclusive
8214,EN5996,n,an,no,wallfish,inclusive
1485,EN7512,a,qas,no,ordinary,inclusive
1425,EN157,n,ddp,yes,"the ""r"" word",inclusive
2201,EN5033,n,qas,no,dissemblers,conservative
7099,EN1845,n,cds,no,carrionists,inclusive
552,EN4428,n,cds,no,john,inclusive
2831,EN7771,v,re,no,rack,inclusive
3185,EN3521,n,qas,no,amateurs,inclusive
1855,EN4960,n,cds,no,scrawler,conservative
7109,EN5456,n,cds,no,police women,inclusive
3267,EN5712,a,dmc,yes,nefarious,conservative
5501,EN1402,n,cds,no,pharisee,conservative
3837,EN4686,n,svp,no,hubris,inclusive
6995,EN1747,n,is,yes,movie villains,conservative
1440,EN1103,n,re,no,scallywag,inclusive
2154,EN18,n,svp,no,acedia,inclusive
4738,EN3556,n,dmc,yes,inappropriate,inclusive
5315,EN6975,n,re,no,piratry,inclusive
311,EN515,n,an,no,muggins,conservative
7447,EN1481,n,cds,no,head,inclusive
874,EN3593,n,dmc,yes,immoralisation,inclusive
3352,EN3555,n,dmc,yes,unacceptabilities,inclusive
6697,EN729,n,qas,no,barbarian,conservative
3892,EN3092,a,cds,no,criminal,inclusive
3003,EN7919,n,an,no,hoaxes,conservative
4124,EN1145,n,cds,no,roguishness,conservative
1464,EN5148,n,asm,no,wedding tackle,inclusive
2507,EN8072,n,an,no,pelias dorsalis,inclusive
4057,EN6956,n,re,no,plagiarization,inclusive
2147,EN6135,n,ps,yes,negroe,inclusive
783,EN2312,n,asm,no,fucknut,conservative
7160,EN5795,n,qas,no,rhetorically,inclusive
3970,EN5951,n,asm,no,ditzy,conservative
768,EN3767,n,cds,no,sextraders,inclusive
7074,EN3920,n,cds,no,witcracker,inclusive
3642,EN5674,n,an,no,beedeas,inclusive
6948,EN4464,n,pr,no,paid sex,inclusive
2292,EN5692,n,dmc,yes,dark-hearted,inclusive
1288,EN1876,n,dmc,yes,pariahs,inclusive
8103,EN5022,n,dmc,yes,prevaricating,inclusive
2257,EN1829,n,an,no,en la boca de los tiburones,inclusive
1885,EN3582,n,dmc,yes,appropriately,inclusive
5254,EN939,n,pr,no,male escort,conservative
743,EN3202,n,dmc,yes,dissimulatively,conservative
5858,EN1417,n,an,no,graverobber,inclusive
5603,EN4413,n,pr,no,ten o'clock girl,conservative
4354,EN1045,n,pa,yes,piccolo,inclusive
1372,EN3337,n,om,no,posteriorily,inclusive
1919,EN1307,n,asm,no,prick,inclusive
6979,EN550,n,an,no,equus asinus,inclusive
7850,EN4595,n,ps,yes,hymie,inclusive
5778,EN1360,n,an,no,hornerman,conservative
676,EN3418,n,cds,no,lots,inclusive
2270,EN5847,n,an,no,microbic,inclusive
4791,EN7680,n,pr,no,meretrices,inclusive
5686,EN1704,n,cds,no,tramp,conservative
6462,EN4966,a,dmc,yes,immoral,conservative
5392,EN5654,n,qas,no,parasitically,inclusive
2807,EN6131,n,ps,yes,africanus niger,inclusive
489,EN2470,n,or,no,ghey,conservative
5772,EN6416,n,an,no,tick,inclusive
4795,EN4717,n,an,no,chienna,inclusive
1483,EN5290,n,cds,no,pilferer,conservative
3181,EN7082,a,cds,no,snot-nosed,conservative
6784,EN1813,n,an,no,carcharodon,inclusive
5830,EN1342,n,re,no,blackmails,conservative
6016,EN7280,n,cds,no,bootlicker,conservative
7870,EN702,a,svp,no,prehensile,conservative
935,EN7615,n,re,no,sexual offences,inclusive
1093,EN2508,n,an,no,physiognomist,inclusive
270,EN2986,n,ps,yes,goon,conservative
6840,EN1915,n,cds,no,th. metzger,inclusive
4796,EN3584,n,dmc,yes,morals,inclusive
4710,EN6603,v,cds,no,haggle,inclusive
339,EN6537,n,pa,yes,waggoner,inclusive
7606,EN4597,n,ps,yes,juifs,inclusive
4297,EN1740,n,an,no,heavies,conservative
4132,EN6352,n,cds,no,excessive sexual drives,conservative
3743,EN5974,n,pa,yes,sheepman,inclusive
7221,EN7909,n,qas,no,diving weight,inclusive
2070,EN293,n,qas,no,tabi%e2%80%98in,inclusive
5981,EN732,n,cds,no,savage,conservative
5267,EN3919,n,cds,no,wit cracker,inclusive
5081,EN2032,n,re,no,camorra,inclusive
1005,EN5206,n,svp,no,wrathfully,inclusive
2787,EN6377,n,cds,no,impulsive sexuality,conservative
6308,EN1474,n,an,no,cow,inclusive
5355,EN2629,n,cds,no,craftiness,conservative
7402,EN1917,n,ddp,yes,moronism,inclusive
3112,EN5069,n,cds,no,uniform small loan law,inclusive
5068,EN2937,n,cds,no,demogogue,conservative
4706,EN2602,n,cds,no,scrapping,inclusive
5716,EN5342,n,dmc,yes,slacker,conservative
4238,EN3745,n,cds,no,flesh-monger,conservative
4217,EN672,n,qas,no,testis,inclusive
7139,EN6869,a,qas,no,wonted,inclusive
3532,EN5892,n,an,no,single celled,inclusive
1287,EN2776,n,cds,no,crossbreed,inclusive
804,EN4926,n,cds,no,ostentation,inclusive
5311,EN5034,n,dmc,yes,dissemble,inclusive
7580,EN3385,n,svp,no,gourmandism,conservative
761,EN6615,n,cds,no,working rich,inclusive
6830,EN6204,n,ps,yes,native american,inclusive
2434,EN1793,n,cds,no,camp,inclusive
2590,EN836,n,qas,no,baronesse,inclusive
4821,EN1946,n,re,no,conspiracy to libel,inclusive
3807,EN598,n,svp,no,7 mortal sins,inclusive
2004,EN762,n,qas,no,traders,inclusive
2678,EN4761,a,dmc,yes,myopic,conservative
789,EN1543,n,asm,no,blackishorange,inclusive
7274,EN5768,n,cds,no,relic,inclusive
1695,EN530,n,an,no,dunderhead,conservative
1959,EN6512,v,cds,no,listen in,inclusive
437,EN1731,n,cds,no,villainesses,conservative
6966,EN441,n,re,no,rape,conservative
6302,EN5343,n,dmc,yes,slugabed,conservative
2896,EN1588,n,om,no,sodomist,inclusive
1364,EN2884,n,cds,no,daub,inclusive
4627,EN5002,n,svp,no,leched,inclusive
7848,EN7429,n,an,no,cockroch,inclusive
6234,EN3607,n,dmc,yes,amoralisation,inclusive
5414,EN1279,n,cds,no,strikebreakers,inclusive
3217,EN3826,n,re,no,extorts,inclusive
4574,EN7396,a,qas,no,poor,conservative
8157,EN3478,n,re,no,felonies,inclusive
576,EN3586,n,dmc,yes,appropriatenesses,inclusive
7973,EN2314,n,asm,no,f bomb,conservative
8225,EN2597,n,cds,no,refuse,conservative
295,EN5372,n,ps,yes,mongolids,inclusive
7528,EN2659,n,an,no,owl,inclusive
4081,EN5586,n,om,no,pedarsty,inclusive
3830,EN3299,n,om,no,proximodistal,inclusive
7819,EN8192,n,ps,yes,kalé,inclusive
1723,EN301,n,qas,no,henchman,inclusive
7235,EN2531,v,cds,no,gabble,inclusive
5768,EN7676,a,svp,no,sniffy,conservative
5248,EN6520,n,ps,yes,vandal,inclusive
8063,EN2922,n,dmc,yes,double bluff,conservative
3515,EN756,n,an,no,brutality,inclusive
4926,EN930,n,pr,no,jigolo,conservative
3152,EN1412,n,cds,no,fumbler,conservative
4237,EN3914,n,cds,no,fools,inclusive
2911,EN332,n,ddp,yes,codswallop,conservative
4948,EN1235,n,an,no,pig,conservative
2593,EN5675,n,svp,no,penny-pinching,inclusive
3226,EN5496,n,cds,no,la costa nostra,inclusive
4316,EN2372,n,asm,no,f word,conservative
3918,EN4720,n,an,no,hyaenidae,inclusive
6426,EN1724,n,svp,no,do-nothing,conservative
7094,EN3814,n,re,no,outwrested,inclusive
3405,EN1777,n,an,no,cayman,inclusive
1928,EN5957,n,ddp,yes,stupidities,conservative
2650,EN1242,n,cds,no,huskamute,inclusive
620,EN1797,n,cds,no,ingroup,inclusive
2010,EN3139,n,svp,no,purity and pollution,inclusive
6664,EN7253,n,re,no,robberies,inclusive
412,EN502,a,ddp,yes,headless,conservative
3213,EN3238,n,om,no,subcaudal,inclusive
3815,EN3056,n,cds,no,breaking laws,inclusive
7429,EN5072,n,cds,no,salary buying,conservative
7212,EN857,n,ddp,yes,fall guy,conservative
4881,EN1390,n,cds,no,pratfall,inclusive
3762,EN3051,n,re,no,cernō,inclusive
405,EN7728,n,cds,no,great company,inclusive
7986,EN6380,n,asf,no,trifle,inclusive
2745,EN722,n,cds,no,bandit,inclusive
5583,EN7880,n,asm,no,avifauna,inclusive
2320,EN6467,n,re,no,killing,inclusive
5635,EN7674,a,svp,no,disdainful,conservative
1439,EN2528,v,cds,no,maunder,inclusive
4095,EN1338,n,re,no,blackmailing,conservative
4055,EN923,n,pr,no,slatternliness,conservative
3006,EN1865,n,is,yes,paraiya,inclusive
704,EN5287,n,cds,no,schoolmistress,conservative
4135,EN6820,v,qas,no,patch,inclusive
2036,EN2685,n,ddp,yes,twit,conservative
7635,EN5606,n,cds,no,faux-paparazzi,inclusive
7051,EN2687,n,asm,no,twerp,conservative
1920,EN424,n,an,no,metazoon,inclusive
3087,EN3848,n,or,no,f. vulgare,inclusive
821,EN3135,n,cds,no,grungecore,inclusive
2244,EN2164,n,an,no,🐐,inclusive
6305,EN2477,n,om,no,gayest,conservative
2365,EN1078,n,cds,no,ring,conservative
7130,EN5338,n,dmc,yes,slackers,conservative
5698,EN3412,n,dmc,yes,delinquent,conservative
827,EN6822,a,cds,no,demanding,conservative
3182,EN3262,n,om,no,superior,inclusive
2726,EN7777,n,an,no,drug courier,inclusive
5728,EN1179,n,qas,no,magnates,inclusive
2068,EN5082,n,cds,no,moneylender,inclusive
5457,EN939,n,an,no,male escort,conservative
7572,EN3259,n,om,no,fanny,inclusive
1255,EN6473,n,or,no,orange peel,inclusive
6097,EN1379,n,dmc,yes,roue,conservative
4777,EN2181,n,qas,no,smother,inclusive
328,EN1927,n,ddp,yes,dunderheads,inclusive
5779,EN1385,n,qas,no,fuckup,inclusive
7616,EN881,n,ps,yes,boob,conservative
7694,EN3858,n,cds,no,wangler,conservative
8162,EN5152,n,asm,no,todger,inclusive
8102,EN7309,a,qas,no,everyday,inclusive
250,EN604,n,svp,no,avariciousness,inclusive
2935,EN336,n,asf,no,applesauce,conservative
304,EN304,n,cds,no,caper,inclusive
7764,EN1261,n,cds,no,scab,inclusive
3247,EN1241,n,cds,no,mongrelization,inclusive
936,EN5030,n,cds,no,prevaricates,inclusive
3318,EN4507,n,om,no,ho yay,inclusive
5467,EN1920,n,ps,yes,cooyon,conservative
3611,EN597,n,svp,no,capital vices,inclusive
6973,EN1894,n,asm,no,idoit,inclusive
1042,EN3921,n,cds,no,jesters,inclusive
1147,EN7848,n,pr,no,hetaerism,inclusive
203,EN5154,n,asm,no,piener,inclusive
2717,EN2702,n,an,no,crocodylian,inclusive
2484,EN5664,n,qas,no,parishioner,inclusive
7002,EN2762,n,cds,no,genetic crossing,inclusive
1306,EN6382,n,asf,no,triviality,inclusive
7386,EN7459,n,cds,no,mediocrity,conservative
5175,EN4932,n,cds,no,teachingly,inclusive
1312,EN5611,n,dmc,yes,rudely,conservative
4930,EN745,n,pa,yes,peasant,conservative
2725,EN1783,a,ddf,yes,wretched,conservative
2219,EN847,n,an,no,marauder,conservative
1529,EN3892,n,qas,no,pickle,inclusive
5371,EN7952,n,cds,no,conspiracy beliefs,inclusive
3821,EN1898,n,ddp,yes,idiocity,inclusive
7401,EN4046,n,cds,no,swaggerer,conservative
6655,EN1700,n,an,no,vagrant,conservative
7294,EN1693,n,an,no,steer,inclusive
6161,EN1046,n,pa,yes,bell hops,inclusive
29,EN2534,v,cds,no,prate,inclusive
829,EN1840,n,cds,no,carrionism,inclusive
7763,EN1340,n,re,no,r v lawrence and pomroy,conservative
4705,EN4256,n,cds,no,reactionarism,conservative
1445,EN3381,n,svp,no,gourmand,conservative
4138,EN1572,n,qas,no,business person,inclusive
6597,EN7541,n,qas,no,blood-hound,inclusive
479,EN7294,a,ddf,yes,dissatisfactory,conservative
4846,EN6703,v,cds,no,choke,inclusive
679,EN971,n,cds,no,clothes maidens,inclusive
3361,EN5816,n,ps,yes,half-cast,conservative
6716,EN6885,n,an,no,lice,inclusive
2105,EN3225,n,om,no,tush,inclusive
3675,EN7393,a,qas,no,gothic,inclusive
2627,EN5747,n,svp,no,unhumbleness,inclusive
2169,EN1117,n,cds,no,malefactor,conservative
2309,EN1124,n,dmc,yes,felon,inclusive
330,EN1706,n,dmc,yes,vagabond,inclusive
2968,EN5515,n,re,no,cosanostra,conservative
8004,EN3198,n,dmc,yes,concealing the truth,conservative
795,EN64,n,re,no,abusers,inclusive
2540,EN5042,n,dmc,yes,behavioral signals of lying,inclusive
6429,EN2722,n,cds,no,cross-breeding,inclusive
7238,EN7438,n,an,no,kokroch,inclusive
7581,EN12,n,svp,no,accidie,inclusive
2342,EN2326,n,asm,no,effingly,conservative
6193,EN1393,n,qas,no,bungle,inclusive
6492,EN7337,n,an,no,incilius,inclusive
1581,EN3896,n,an,no,syphonaptera,inclusive
5618,EN5519,n,cds,no,m a f i a,conservative
7389,EN5514,n,cds,no,castellammarse war,conservative
5670,EN3088,n,an,no,diddly,conservative
4074,EN5117,n,qas,no,shelf warmer,inclusive
3452,EN3675,n,dmc,yes,evil,conservative
5863,EN1902,n,cds,no,cretin,inclusive
3621,EN3118,n,cds,no,grime,inclusive
1055,EN5850,n,an,no,microorganism,inclusive
2174,EN2619,n,an,no,chinch,inclusive
2863,EN4954,n,pa,yes,jesuit,inclusive
1519,EN6912,n,asm,no,jerking off,conservative
3315,EN4503,n,om,no,gayness,inclusive
5919,EN103,n,cds,no,broking,inclusive
2051,EN686,n,asm,no,bollox,inclusive
6902,EN3917,n,cds,no,jester,inclusive
5105,EN3892,n,cds,no,pickle,inclusive
7627,EN1058,a,cds,no,foolish,conservative
3591,EN4686,n,cds,no,hubris,inclusive
2282,EN2465,n,om,no,homosexual,conservative
1084,EN523,n,asf,no,putz,conservative
1954,EN1120,n,re,no,outlawed,inclusive
5326,EN3352,n,cds,no,dodger,conservative
8072,EN7222,n,or,no,brassica campestris,inclusive
3113,EN2299,n,svp,no,concupiscence,inclusive
1888,EN3372,n,svp,no,trencher-knives,conservative
6901,EN845,n,an,no,predator,conservative
7809,EN3469,a,qas,no,excited,inclusive
