0.8145625,('villain', 'villian')
0.09307984,('mendicant', 'pathetic')
0.09307205,('unfortunate', 'piteous')
0.09303783,('villian', 'meanness')
0.09295175,('sad', 'supplicate')
0.092942946,('have-not', 'penniless')
0.09293123,('unseasonable', 'separated')
0.09288894,('pauper', 'pitiful')
0.092864424,('ill-timed', 'pitiable')
0.09282518,('sad', 'poorly')
0.092693865,('sad', 'meanness')
0.09250444,('badguy', 'miscreants')
0.09242921,('badguy', 'wrong')
0.09231299,('pathetic', 'have-not')
0.0922656,('outcast', 'cheapskate')
0.09226372,('ishmael', 'skinflint')
0.09211852,('parsimonious', 'villan')
0.09208185,('tightwad', 'villain')
0.09202976,('churl', 'miscreants')
0.09187292,('wretched', 'villan')
0.09183481,('villainess', 'meager')
0.09146089,('pathetic', 'badguy')
0.09143502,('dropout', 'skinflint')
0.09142962,('castaway', 'stingy')
0.09140418,('pathetic', 'villainess')
0.091254905,('stingy', 'pariah')
0.091251545,('pray', 'meanness')
0.09116931,('parsimony', 'villan')
0.09113279,('parochial', 'low-income')
0.09109029,('churl', 'penniless')
0.090990394,('stingy', 'misfortunate')
0.09080991,('scrooge', 'detached')
0.09080108,('poor', 'narrow')
0.09062182,('segregated', 'tightwad')
0.09035171,('mendicant', 'meanness')
0.090338275,('churl', 'beg')
0.0903286,('poorness', 'paupers')
0.09021709,('ishmael', 'piteous')
0.09020275,('outcast', 'impoverishing')
0.090066366,('miscreants', 'unintegrated')
0.08990688,('hapless', 'unintegrated')
0.08989746,('stingy', 'dropout')
0.089794755,('detached', 'meager')
0.089787535,('hapless', 'pray')
0.089676686,('villainous', 'heavies')
0.08921113,('badguy', 'pariahs')
0.089146376,('impoverishment', 'detached')
0.08877325,('skinflint', 'villian')
0.08869243,('scoundrel', 'skinflint')
0.0885748,('ill-timed', 'poor')
0.0884416,('poverty', 'stinginess')
0.08821823,('have-not', 'meanness')
0.08811517,('impoverishment', 'have-not')
0.0879854,('ill-timed', 'misers')
0.08789068,('dropout', 'meager')
0.08786121,('miserable', 'pray')
0.08777013,('villan', 'pitiful')
0.08746503,('poorest', 'have-not')
0.08738034,('mendicant', 'paupers')
0.08731501,('castaway', 'penniless')
0.08726785,('paupers', 'villainess')
0.08714476,('meager', 'meanness')
0.087015755,('impoverished', 'villainous')
0.08699552,('mendicant', 'narrow')
0.08667443,('cheapskate', 'unhappy')
0.086499386,('miserable', 'impoverishment')
0.08594105,('indigent', 'detached')
0.085923806,('indigent', 'separated')
0.08580482,('miscreants', 'poor')
0.08564617,('pariah', 'cheapskate')
0.08562225,('supplicate', 'pariah')
0.08561716,('destitute', 'have-not')
0.08559328,('tightwad', 'wretched')
0.08555788,('villians', 'untimely')
0.08544714,('ill-timed', 'have-not')
0.08513054,('scrooge', 'skinflint')
0.085036,('scrooge', 'impoverish')
0.0849187,('hapless', 'have-not')
0.08484922,('meager', 'narrow')
0.08475812,('scrooge', 'dropout')
0.0847258,('badguy', 'impoverishing')
0.084516294,('poorness', 'poorest')
0.08443813,('sad', 'poverty-stricken')
0.08435895,('unseasonable', 'sad')
0.08427096,('meagre', 'pitiable')
0.084178075,('sad', 'villan')
0.084086314,('stingy', 'pariahs')
0.08380492,('ill-timed', 'skinflint')
0.08377695,('parochial', 'scrooge')
0.08371443,('isolated', 'impoverishment')
0.08369004,('pathetic', 'villain')
0.08364641,('have-not', 'meager')
0.08355525,('villain', 'meanness')
0.083256,('supplicate', 'penniless')
0.08313287,('poverty-stricken', 'have-not')
0.08310053,('implore', 'impoverishing')
0.08308238,('impoverished', 'poorly')
0.083064966,('stingy', 'beg')
0.08305551,('pitiable', 'isolated')
0.08304908,('sad', 'have-not')
0.08301795,('unintegrated', 'detached')
0.082885735,('meagre', 'impoverishing')
0.082662866,('ill-timed', 'detached')
0.082504906,('poverty', 'niggard')
0.08221293,('villians', 'wretched')
0.082019515,('sad', 'stinginess')
0.08201217,('low-income', 'have-not')
0.081864305,('tightwad', 'mean')
0.08183197,('meagre', 'have-not')
0.08170065,('insular', 'mean')
0.08165833,('scoundrel', 'villainess')
0.08165168,('unfortunate', 'tightwad')
0.08158414,('ill-timed', 'scoundrel')
0.081432275,('villainess', 'heavies')
0.08128743,('pariah', 'narrow')
0.081252314,('scrooge', 'outcast')
0.08117297,('piteous', 'unintegrated')
0.081099674,('scrooge', 'pariahs')
0.08107119,('wretch', 'badguy')
0.08106168,('mendicant', 'miscreants')
0.08092815,('poor', 'supplicate')
0.08080368,('pariah', 'piteous')
0.08074046,('villians', 'outcast')
0.08073586,('pauper', 'sad')
0.08066165,('hapless', 'stinginess')
0.08053704,('impoverished', 'scrooge')
0.08029645,('untimely', 'narrow-minded')
0.08029305,('poor', 'misers')
0.08017631,('unseasonable', 'wrong')
0.08016338,('mean', 'unintegrated')
0.08004087,('scrooge', 'impoverishing')
0.07988391,('stingy', 'separated')
0.07980039,('villainous', 'ishmael')
0.079788886,('miserable', 'poorly')
0.07961727,('niggard', 'poor')
0.079588756,('impoverishment', 'unintegrated')
0.07953664,('hapless', 'heavies')
0.07911433,('impoverished', 'misfortunate')
0.07906134,('dropout', 'mean')
0.07901832,('dropout', 'narrow-minded')
0.07894533,('low-income', 'paupers')
0.078836545,('villians', 'pray')
0.0788049,('dropout', 'poverty-stricken')
0.07872074,('mendicant', 'indigent')
0.07863683,('niggard', 'poverty-stricken')
0.078482345,('pariahs', 'meanness')
0.07837365,('ishmael', 'villain')
0.078249216,('pathetic', 'dropout')
0.07820854,('ishmael', 'poor')
0.07811217,('ishmael', 'paupers')
0.07773255,('sad', 'pray')
0.0776746,('poverty', 'ishmael')
0.077577144,('destitute', 'villain')
0.07748648,('skinflint', 'have-not')
0.077302136,('tightwad', 'supplicate')
0.07729678,('villainous', 'poorest')
0.077175684,('impoverished', 'mean')
0.077161565,('unseasonable', 'unintegrated')
0.07712136,('wretched', 'impoverishing')
0.07710192,('scrooge', 'pitiful')
0.076956645,('scrooge', 'miscreants')
0.07692318,('ishmael', 'villan')
0.07690451,('wretched', 'have-not')
0.076598,('meager', 'impoverishing')
0.076358095,('poverty', 'miser')
0.07634037,('badguy', 'hapless')
0.07627812,('destitute', 'ishmael')
0.07625869,('heavies', 'narrow')
0.076121144,('separated', 'narrow-minded')
0.07609526,('mendicant', 'stingy')
0.07607573,('villainess', 'meanness')
0.07582664,('misers', 'heavies')
0.075773664,('beggar', 'isolated')
0.075755164,('insular', 'villian')
0.07548134,('poorer', 'narrow-minded')
0.07543309,('wretched', 'poorer')
0.075262666,('unfortunate', 'penniless')
0.07513141,('untimely', 'detached')
0.07510973,('indigent', 'dropout')
0.07496461,('supplicate', 'villain')
0.07484568,('villain', 'heavies')
0.07469654,('outcast', 'mean')
0.07468282,('skinflint', 'untimely')
0.074632645,('parsimonious', 'poorly')
0.07457608,('scrooge', 'misfortunate')
0.07448087,('villan', 'meanness')
0.074385606,('badguy', 'parsimony')
0.07435328,('stinginess', 'heavies')
0.07432766,('parsimonious', 'narrow')
0.07431353,('pitiable', 'pariahs')
0.074307606,('badguy', 'beggar')
0.07424446,('wretch', 'poor')
0.074011825,('villian', 'pariahs')
0.07400034,('indigent', 'tightwad')
0.07397751,('tightwad', 'paupers')
0.0738143,('piteous', 'narrow')
0.07350438,('unseasonable', 'tightwad')
0.07325511,('ishmael', 'wrong')
0.07312523,('segregated', 'poorly')
0.07311074,('villian', 'unhappy')
0.07309486,('poor', 'wrong')
0.072411746,('miscreants', 'villian')
0.07237755,('pitiful', 'impoverishing')
0.07237082,('outcast', 'villainess')
0.07233462,('unseasonable', 'paupers')
0.072268605,('villians', 'miserable')
0.07208769,('miscreants', 'impoverishing')
0.07193835,('villainous', 'stinginess')
0.07143617,('poverty', 'narrow-minded')
0.07142764,('parsimony', 'narrow-minded')
0.071358025,('untimely', 'villainess')
0.07130411,('unseasonable', 'villainous')
0.07124904,('piteous', 'impoverishment')
0.071129255,('impoverished', 'wretch')
0.07071181,('niggard', 'mean')
0.070706464,('poorer', 'have-not')
0.07062375,('cheapskate', 'heavies')
0.07062265,('pathetic', 'impoverishing')
0.07059017,('indigent', 'stinginess')
0.07041894,('poor', 'miser')
0.07039009,('poor', 'pariah')
0.07030626,('pathetic', 'unintegrated')
0.07014395,('outcast', 'stinginess')
0.07005622,('unfortunate', 'pariahs')
0.0700159,('tightwad', 'poverty-stricken')
0.069878764,('misfortunate', 'poorest')
0.069848664,('dropout', 'impoverishing')
0.06967845,('miserable', 'badguy')
0.069659196,('unfortunate', 'pray')
0.06959467,('pitiful', 'beg')
0.06945492,('wretch', 'wrong')
0.06941232,('unseasonable', 'low-income')
0.06916766,('misfortunate', 'meanness')
0.06886703,('miserable', 'ill-timed')
0.0686315,('unseasonable', 'cheapskate')
0.06859974,('miscreants', 'unhappy')
0.06853638,('beggar', 'parsimonious')
0.06823702,('castaway', 'wretched')
0.068205,('ill-timed', 'pitiful')
0.06820385,('wrong', 'poorly')
0.06815053,('poorness', 'beg')
0.068038665,('parsimony', 'supplicate')
0.06773768,('dropout', 'unhappy')
0.0677357,('poverty-stricken', 'narrow')
0.0676954,('villians', 'churl')
0.06767458,('pauper', 'pariahs')
0.06762103,('villians', 'penniless')
0.067581825,('outcast', 'impoverishment')
0.06738477,('supplicate', 'meager')
0.06736799,('skinflint', 'unintegrated')
0.067249574,('outcast', 'misfortunate')
0.06716553,('pauper', 'poor')
0.06712794,('outcast', 'niggard')
0.06711614,('ill-timed', 'impoverishment')
0.067099616,('unseasonable', 'pariah')
0.0670992,('castaway', 'pitiable')
0.06692076,('insular', 'hapless')
0.06677318,('castaway', 'ill-timed')
0.06643573,('low-income', 'cheapskate')
0.06606114,('scoundrel', 'impoverishing')
0.06595756,('wrong', 'isolated')
0.06595126,('churl', 'villain')
0.06586295,('wretch', 'dropout')
0.065856405,('ill-timed', 'wrong')
0.06560661,('villian', 'have-not')
0.06557212,('scoundrel', 'poverty-stricken')
0.06552127,('meagre', 'detached')
0.06551081,('scrooge', 'poorest')
0.06543573,('villan', 'penniless')
0.065085895,('villainous', 'separated')
0.065039985,('ishmael', 'have-not')
0.06473234,('unseasonable', 'niggard')
0.064545766,('villan', 'pariah')
0.064463764,('poverty-stricken', 'hapless')
0.06438417,('indigent', 'scoundrel')
0.06419104,('unhappy', 'meanness')
0.064147584,('niggard', 'villain')
0.06401428,('pitiable', 'pray')
0.06388275,('outcast', 'piteous')
0.06380383,('pariah', 'poorest')
0.063745715,('paupers', 'piteous')
0.063560404,('mendicant', 'scoundrel')
0.063506335,('parochial', 'meager')
0.063433975,('villainous', 'meanness')
0.06341155,('wretched', 'villain')
0.0633272,('tightwad', 'poorness')
0.06326028,('unseasonable', 'castaway')
0.06320269,('pauper', 'poorest')
0.0631147,('beggar', 'unhappy')
0.06311352,('implore', 'narrow-minded')
0.06307157,('pitiful', 'paupers')
0.06307048,('scrooge', 'pitiable')
0.063060105,('churl', 'impoverish')
0.063031726,('wretch', 'poverty')
0.06297302,('parochial', 'meagre')
0.062907584,('cheapskate', 'impoverishing')
0.06267964,('destitute', 'tightwad')
0.06265728,('pauper', 'narrow-minded')
0.062586464,('separated', 'pray')
0.06254397,('pitiful', 'poorer')
0.06251311,('mendicant', 'castaway')
0.06244668,('poorness', 'skinflint')
0.06235357,('pariah', 'mean')
0.062320042,('dropout', 'villan')
0.062312998,('badguy', 'unhappy')
0.062165655,('unseasonable', 'villainess')
0.06214376,('stingy', 'poorest')
0.062067196,('wretch', 'parsimony')
0.061875943,('supplicate', 'poverty-stricken')
0.061866626,('poverty-stricken', 'meager')
0.061824504,('impoverish', 'meager')
0.061749116,('beggar', 'low-income')
0.061692555,('badguy', 'impoverishment')
0.061466374,('pauper', 'pray')
0.06142035,('villan', 'impoverishing')
0.06138313,('pathetic', 'paupers')
0.061364487,('villan', 'heavies')
0.061336312,('unfortunate', 'ishmael')
0.06118536,('pariah', 'impoverish')
0.061022874,('miserable', 'churl')
0.06098986,('unseasonable', 'miscreants')
0.060958203,('miserable', 'impoverishing')
0.060944453,('indigent', 'parsimony')
0.06093589,('outcast', 'wrong')
0.060864076,('beggar', 'pray')
0.060730945,('unintegrated', 'meanness')
0.060726754,('poor', 'have-not')
0.06058137,('pathetic', 'poorly')
0.060524147,('churl', 'impoverishing')
0.06051035,('dropout', 'paupers')
0.06041424,('poor', 'unintegrated')
0.060268987,('low-income', 'pariahs')
0.06021082,('impoverish', 'isolated')
0.060210466,('segregated', 'miscreants')
0.059992418,('mendicant', 'pariah')
0.05996817,('wrong', 'penniless')
0.059847504,('destitute', 'villian')
0.05967792,('segregated', 'mean')
0.059583955,('wretch', 'unintegrated')
0.059408985,('parsimony', 'dropout')
0.05933339,('parsimony', 'poorest')
0.059259348,('implore', 'skinflint')
0.05917795,('paupers', 'isolated')
0.058946714,('badguy', 'outcast')
0.058845717,('churl', 'untimely')
0.058845595,('unseasonable', 'destitute')
0.058627307,('pitiable', 'poorly')
0.05841235,('niggard', 'scoundrel')
0.05818968,('mendicant', 'segregated')
0.058100443,('pitiable', 'have-not')
0.058098674,('pitiful', 'miser')
0.058060464,('unseasonable', 'beggar')
0.057767626,('scoundrel', 'paupers')
0.05767694,('ill-timed', 'pariahs')
0.057464506,('churl', 'heavies')
0.05745869,('churl', 'impoverishment')
0.05743697,('poor', 'villian')
0.057363022,('meagre', 'unintegrated')
0.05716315,('skinflint', 'pray')
0.05710309,('beggar', 'parsimony')
0.05663005,('indigent', 'ill-timed')
0.05642813,('castaway', 'poor')
0.05635728,('stingy', 'poorly')
0.05631542,('impoverished', 'have-not')
0.056150407,('implore', 'poverty-stricken')
0.056136437,('miserable', 'misers')
0.056114707,('insular', 'beggar')
0.055918552,('pitiful', 'pariahs')
0.055905797,('low-income', 'narrow')
0.05583444,('tightwad', 'hapless')
0.055829916,('poorest', 'pariahs')
0.055804193,('churl', 'unfortunate')
0.05575314,('segregated', 'penniless')
0.055710156,('poorness', 'pray')
0.05568299,('unfortunate', 'hapless')
0.055463094,('outcast', 'supplicate')
0.05540869,('parsimonious', 'impoverish')
0.05531703,('badguy', 'ill-timed')
0.055010367,('indigent', 'meanness')
0.05500786,('outcast', 'misers')
0.054897416,('meagre', 'sad')
0.054764166,('low-income', 'mean')
0.054311354,('miscreants', 'pray')
0.054257173,('churl', 'mean')
0.054115184,('parochial', 'heavies')
0.05406462,('pitiful', 'villain')
0.053635478,('pauper', 'isolated')
0.053603042,('misers', 'villain')
0.053412765,('parsimony', 'miser')
0.053141516,('pitiable', 'poorer')
0.053096447,('piteous', 'pray')
0.053042263,('skinflint', 'narrow-minded')
0.052760724,('unhappy', 'impoverishment')
0.052718233,('pariah', 'poverty-stricken')
0.052701898,('pathetic', 'pauper')
0.052622985,('wrong', 'impoverishment')
0.05257696,('scoundrel', 'misers')
0.05257138,('tightwad', 'isolated')
0.05236157,('poverty-stricken', 'cheapskate')
0.052311566,('pitiable', 'meager')
0.052211385,('mendicant', 'parsimony')
0.05214634,('wrong', 'villain')
0.052101534,('scrooge', 'poverty')
0.05207439,('miscreants', 'stinginess')
0.05192956,('pauper', 'meanness')
0.05184263,('parsimony', 'impoverish')
0.05179839,('pathetic', 'ill-timed')
0.05172974,('misfortunate', 'paupers')
0.051673792,('wretched', 'parsimonious')
0.051530253,('dropout', 'impoverish')
0.051527932,('scrooge', 'parsimonious')
0.05145591,('villians', 'unhappy')
0.05142833,('poverty-stricken', 'paupers')
0.051374458,('cheapskate', 'impoverishment')
0.05128003,('poorly', 'impoverishing')
0.051210366,('poorly', 'hapless')
0.05118028,('implore', 'meanness')
0.05101401,('miscreants', 'detached')
0.05086511,('parochial', 'badguy')
0.05084179,('impoverish', 'pariahs')
0.05079838,('supplicate', 'narrow')
0.050784815,('supplicate', 'pariahs')
0.050674945,('ill-timed', 'meager')
0.050591204,('castaway', 'tightwad')
0.05055013,('scoundrel', 'mean')
0.050525498,('villain', 'impoverishment')
0.05048998,('meagre', 'dropout')
0.050366167,('pathetic', 'villan')
0.05020067,('parsimonious', 'pitiful')
0.05011539,('stingy', 'poverty-stricken')
0.050114468,('castaway', 'impoverishment')
0.04999209,('parsimony', 'pray')
0.049967267,('impoverished', 'pauper')
0.0497274,('poorness', 'cheapskate')
0.049689088,('supplicate', 'detached')
0.049629938,('sad', 'miser')
0.04954982,('parochial', 'villan')
0.04951697,('parsimony', 'narrow')
0.049513377,('villainous', 'parsimony')
0.049327232,('misers', 'impoverishing')
0.04924751,('insular', 'scoundrel')
0.049205713,('poorness', 'pariahs')
0.04900486,('piteous', 'impoverishing')
0.048610084,('ishmael', 'poorest')
0.04858534,('parochial', 'supplicate')
0.048344307,('unintegrated', 'penniless')
0.04816784,('poverty', 'beg')
0.047951218,('destitute', 'ill-timed')
0.04793522,('mendicant', 'wretched')
0.047918774,('wrong', 'pariahs')
0.047891438,('parochial', 'impoverishing')
0.047792237,('pray', 'penniless')
0.047419287,('pitiful', 'impoverishment')
0.047400855,('wrong', 'pitiful')
0.04726524,('destitute', 'scoundrel')
0.04720314,('ishmael', 'villainess')
0.047164652,('piteous', 'unhappy')
0.04711893,('indigent', 'narrow')
0.04706879,('skinflint', 'mean')
0.04704163,('parsimonious', 'hapless')
0.047011014,('ill-timed', 'villainess')
0.046773076,('paupers', 'stinginess')
0.046668123,('pitiable', 'penniless')
0.04653678,('supplicate', 'impoverishment')
0.046440147,('impoverished', 'cheapskate')
0.046367537,('beggar', 'impoverishment')
0.046260454,('stingy', 'mean')
0.046151113,('poorly', 'pariahs')
0.04609393,('beg', 'poorer')
0.04597035,('niggard', 'penniless')
0.045884818,('unseasonable', 'narrow')
0.04568574,('poorly', 'cheapskate')
0.045346763,('misfortunate', 'separated')
0.045315206,('poorest', 'beg')
0.045244902,('miscreants', 'supplicate')
0.045160603,('implore', 'meagre')
0.04495696,('poorness', 'hapless')
0.044721324,('parsimony', 'mean')
0.04469047,('tightwad', 'stinginess')
0.04466699,('pauper', 'poverty')
0.044619795,('pathetic', 'scoundrel')
0.04454065,('wretch', 'beg')
0.044477426,('wretch', 'unfortunate')
0.044344664,('wretch', 'indigent')
0.04431502,('miscreants', 'wrong')
0.04426761,('parsimony', 'villian')
0.04400007,('badguy', 'mean')
0.04395375,('implore', 'have-not')
0.043894082,('pathetic', 'indigent')
0.043727905,('indigent', 'pray')
0.0437176,('skinflint', 'penniless')
0.043622717,('hapless', 'impoverishing')
0.043571424,('poorly', 'isolated')
0.043455288,('pray', 'heavies')
0.04335835,('scrooge', 'piteous')
0.043179385,('separated', 'meager')
0.04299402,('poorer', 'mean')
0.042947907,('badguy', 'poorer')
0.042776316,('unfortunate', 'have-not')
0.04275529,('miser', 'separated')
0.04274868,('tightwad', 'unintegrated')
0.04272747,('indigent', 'scrooge')
0.04264199,('miscreants', 'villainess')
0.04263401,('beggar', 'meagre')
0.042542826,('churl', 'pariah')
0.042441282,('insular', 'supplicate')
0.04236837,('tightwad', 'ishmael')
0.04230127,('skinflint', 'paupers')
0.04214564,('castaway', 'outcast')
0.042085715,('miscreants', 'beg')
0.042080443,('have-not', 'narrow-minded')
0.042026743,('unseasonable', 'indigent')
0.041982785,('piteous', 'poorest')
0.04170029,('pitiable', 'poorest')
0.041643623,('parochial', 'poverty-stricken')
0.04156489,('parsimonious', 'paupers')
0.04141643,('villain', 'piteous')
0.04137385,('wrong', 'skinflint')
0.041349914,('niggard', 'wrong')
0.041095495,('meagre', 'hapless')
0.040991,('segregated', 'ill-timed')
0.040954307,('beg', 'pariahs')
0.040910296,('dropout', 'piteous')
0.04087206,('insular', 'meanness')
0.040572677,('pathetic', 'poorness')
0.040538162,('wrong', 'have-not')
0.040479634,('impoverished', 'wrong')
0.04046374,('parsimonious', 'penniless')
0.040407117,('castaway', 'poverty')
0.040313154,('ill-timed', 'piteous')
0.040159184,('unhappy', 'unintegrated')
0.039974965,('wretched', 'low-income')
0.039888002,('unhappy', 'have-not')
0.039853994,('scoundrel', 'isolated')
0.039843988,('indigent', 'impoverishing')
0.03982638,('mendicant', 'wrong')
0.039765436,('beggar', 'meanness')
0.03972103,('poverty', 'cheapskate')
0.039608438,('villainous', 'poorer')
0.039604902,('poorly', 'poorest')
0.03958542,('parsimonious', 'pray')
0.039542,('poorness', 'impoverish')
0.039446384,('miscreants', 'villan')
0.03944453,('insular', 'meagre')
0.03938375,('mendicant', 'poor')
0.039215013,('outcast', 'poorest')
0.039195824,('mendicant', 'ishmael')
0.03915989,('segregated', 'badguy')
0.039159466,('poverty', 'hapless')
0.03908241,('wretch', 'ill-timed')
0.03898422,('destitute', 'narrow')
0.038984057,('parsimonious', 'poverty-stricken')
0.03897472,('stinginess', 'meanness')
0.038864166,('wretch', 'poorly')
0.038673494,('villainous', 'niggard')
0.038350843,('have-not', 'narrow')
0.038246263,('pathetic', 'skinflint')
0.03821999,('impoverished', 'piteous')
0.03791481,('pitiful', 'separated')
0.037819363,('isolated', 'piteous')
0.037696537,('unseasonable', 'pitiable')
0.037659355,('tightwad', 'parsimonious')
0.037529234,('villians', 'ishmael')
0.03743874,('misfortunate', 'pray')
0.037121516,('villainess', 'pariahs')
0.036709808,('wretch', 'detached')
0.03638478,('stingy', 'isolated')
0.036221806,('miscreants', 'have-not')
0.03611609,('scrooge', 'meanness')
0.036030203,('poorness', 'villian')
0.03602237,('outcast', 'poverty-stricken')
0.036005314,('parochial', 'villainess')
0.035953823,('parsimonious', 'mean')
0.035919204,('pathetic', 'impoverish')
0.035909977,('parochial', 'impoverish')
0.035874914,('miserable', 'unintegrated')
0.035860337,('stingy', 'impoverishment')
0.03585535,('pathetic', 'mean')
0.03559157,('pauper', 'heavies')
0.035577226,('castaway', 'beg')
0.034981262,('villians', 'destitute')
0.03496339,('meagre', 'untimely')
0.034955982,('skinflint', 'beg')
0.03485965,('unfortunate', 'villainess')
0.0347928,('impoverished', 'ishmael')
0.03454117,('ill-timed', 'parsimonious')
0.034503177,('castaway', 'poverty-stricken')
0.03449899,('parsimonious', 'pitiable')
0.034498237,('scoundrel', 'narrow')
0.03442277,('badguy', 'ishmael')
0.034323853,('segregated', 'pauper')
0.034274556,('implore', 'wretched')
0.034231927,('unseasonable', 'misers')
0.034046784,('wrong', 'low-income')
0.033716105,('sad', 'scoundrel')
0.03369729,('pathetic', 'separated')
0.033513557,('paupers', 'pray')
0.033495177,('beg', 'unhappy')
0.033450093,('pauper', 'parsimony')
0.033399224,('mendicant', 'impoverishing')
0.03326479,('villain', 'separated')
0.033134233,('dropout', 'pitiful')
0.033011764,('unfortunate', 'impoverish')
0.03281895,('supplicate', 'meanness')
0.032817174,('untimely', 'stinginess')
0.032712396,('segregated', 'wretched')
0.032595616,('sad', 'mean')
0.03248281,('pitiable', 'beg')
0.03246219,('skinflint', 'meanness')
0.03241917,('meagre', 'pariah')
0.03232916,('hapless', 'narrow')
0.032323085,('isolated', 'meager')
0.032259632,('tightwad', 'pariahs')
0.032197505,('mean', 'penniless')
0.031885643,('villan', 'narrow-minded')
0.031670563,('ishmael', 'meager')
0.03165115,('villainous', 'skinflint')
0.03160704,('segregated', 'meagre')
0.031565875,('villan', 'pariahs')
0.03147275,('miser', 'impoverishing')
0.031373933,('outcast', 'have-not')
0.03133546,('scrooge', 'hapless')
0.03132327,('castaway', 'detached')
0.03131594,('castaway', 'unfortunate')
0.031225197,('misers', 'detached')
0.031116536,('piteous', 'separated')
0.031109666,('ill-timed', 'separated')
0.031053256,('indigent', 'implore')
0.03095765,('misfortunate', 'villain')
0.030844048,('mendicant', 'low-income')
0.030696312,('miscreants', 'scoundrel')
0.0306154,('outcast', 'meanness')
0.030511148,('paupers', 'heavies')
0.030421006,('villian', 'heavies')
0.030244807,('unseasonable', 'heavies')
0.030162528,('implore', 'ishmael')
0.030101353,('wrong', 'paupers')
0.030091923,('unintegrated', 'villainess')
0.029999653,('pitiful', 'impoverish')
0.029962512,('wretch', 'meagre')
0.029916093,('parochial', 'untimely')
0.029845363,('misers', 'untimely')
0.029674025,('unfortunate', 'mean')
0.029661186,('supplicate', 'unhappy')
0.029579261,('parsimonious', 'miser')
0.02947622,('badguy', 'pitiful')
0.029440934,('detached', 'meanness')
0.029440429,('villians', 'unfortunate')
0.02941758,('miser', 'narrow-minded')
0.029371811,('destitute', 'miser')
0.02913572,('outcast', 'villan')
0.02893797,('scrooge', 'untimely')
0.028915098,('parsimonious', 'narrow-minded')
0.028848147,('villainous', 'mean')
0.028676795,('poorness', 'narrow-minded')
0.02829288,('unfortunate', 'misers')
0.028187197,('misfortunate', 'meager')
0.028166423,('tightwad', 'penniless')
0.028025698,('paupers', 'unintegrated')
0.028016767,('mendicant', 'poorness')
0.027932974,('wretched', 'poorly')
0.027730837,('indigent', 'poorness')
0.02771258,('meagre', 'misers')
0.027692132,('poorly', 'heavies')
0.027614279,('segregated', 'meager')
0.027572924,('indigent', 'poorly')
0.027567673,('churl', 'poorest')
0.027544709,('pauper', 'meagre')
0.02747139,('implore', 'meager')
0.027139222,('unfortunate', 'impoverishing')
0.027005646,('unseasonable', 'detached')
0.026998958,('hapless', 'untimely')
0.026738947,('pauper', 'poorer')
0.026718818,('badguy', 'separated')
0.026715506,('dropout', 'detached')
0.026672818,('unseasonable', 'ishmael')
0.026665716,('beg', 'impoverishing')
0.026633563,('beg', 'unintegrated')
0.026628245,('misers', 'mean')
0.026615866,('destitute', 'poorness')
0.026464194,('segregated', 'pitiful')
0.026464002,('castaway', 'implore')
0.026429549,('villain', 'isolated')
0.026317285,('sad', 'meager')
0.026298638,('villians', 'beggar')
0.026242578,('miserable', 'meanness')
0.026174348,('villainess', 'narrow-minded')
0.026096512,('implore', 'miser')
0.026066182,('scrooge', 'poorly')
0.026064465,('sad', 'impoverishing')
0.025860958,('paupers', 'meager')
0.025854606,('beg', 'villainess')
0.025718514,('stinginess', 'penniless')
0.025586803,('parochial', 'villain')
0.02558401,('miscreants', 'poorer')
0.025389379,('scrooge', 'unhappy')
0.025280638,('castaway', 'poorest')
0.025203886,('churl', 'meanness')
0.02484726,('ishmael', 'unhappy')
0.02483303,('isolated', 'have-not')
0.024748271,('pauper', 'miscreants')
0.024501411,('wrong', 'villainess')
0.024484953,('parsimonious', 'meager')
0.024469791,('pathetic', 'meanness')
0.024418673,('dropout', 'wrong')
0.024013875,('parochial', 'ishmael')
0.023929631,('outcast', 'impoverish')
0.023920538,('niggard', 'pitiful')
0.023770679,('mendicant', 'implore')
0.023721185,('indigent', 'mean')
0.023656314,('unseasonable', 'miser')
0.023603832,('pitiable', 'poverty-stricken')
0.023600565,('parochial', 'meanness')
0.023417218,('unseasonable', 'misfortunate')
0.023391815,('piteous', 'meanness')
0.023340024,('meagre', 'paupers')
0.023328813,('misfortunate', 'beg')
0.023313997,('sad', 'beg')
0.02323455,('churl', 'wrong')
0.023219509,('wretch', 'narrow')
0.023195926,('wretch', 'pariahs')
0.022683846,('outcast', 'poorness')
0.022613341,('ill-timed', 'poorest')
0.022464989,('scrooge', 'poorness')
0.022453472,('beg', 'meanness')
0.022414718,('wretch', 'parochial')
0.022230932,('badguy', 'unintegrated')
0.022203209,('beggar', 'unfortunate')
0.022158155,('meagre', 'narrow-minded')
0.021949166,('parochial', 'wretched')
0.021911565,('miscreants', 'mean')
0.021873116,('miserable', 'villan')
0.02184031,('niggard', 'poorly')
0.021792462,('villians', 'scoundrel')
0.021740938,('badguy', 'parsimonious')
0.021709736,('wrong', 'cheapskate')
0.021694398,('cheapskate', 'poorer')
0.02169412,('implore', 'misers')
0.021605503,('miscreants', 'piteous')
0.021511069,('sad', 'impoverishment')
0.021428809,('indigent', 'niggard')
0.021349521,('poverty', 'stingy')
0.02126585,('ishmael', 'pariahs')
0.020975797,('poor', 'untimely')
0.02092265,('untimely', 'impoverishing')
0.020814104,('parsimonious', 'untimely')
